speech_id,sentence_id,sentence_text,amr_penman,amr_nodes,amr_edges,amr_depth
1070000111,1070000111_00003,but i hope the closeness of the margin between our parties in the congress will be viewed as an opportunity not a hindrance this is the peoples house and we are all proud to be part of it it is not a republican house it is not a democratic house as a recognition of that principle it is our hope that in gestures both small and large onthe part of each of us as individuals and as leaders we will make that principle a daily reality on behalf of my democratic colleagues we honor your leadership and we respect your majority our pledge is to meet you halfway and in return we hope that great things in these 2 years can be accomplished for the american people that we serve ladies and gentlemen of the house it is my honor to present the speaker of the house of the 107th congress the gentleman from illinois dennis hastert,,157,156,7
1070000112,1070000112_00000,i guess i really should not hammer it down while i am still getting applause,,15,14,2
1070000112,1070000112_00001,but i want to thank dick gephardt for his gracious remarks dick gephardt has been a great leader of the house democrats he has unified his democrat caucus over the last 2 years with unusual effectiveness he has crisscrossed the nation doing his best to help his candidates take a majority in the house he has worked day and night with a singular determination i know how hard he has worked because i had to do my best just to keep up with him dick let me say that i respect your commitment to your principles i respect and deeply admire your competitive spirit and thank you so much for your heartfelt comments today thank you very much now that the campaign is over i know you will put the same energy and determination that you demonstrated during the campaign in working with me to do the peoples business,,149,148,7
1070000112,1070000112_00002,thank you all democrats republicans for this honor to be speaker of the whole house today i stand before you at the beginning of a new year some say the beginning of a new millennium and certainly the beginning of a new congress today we swear in 41 new members in the house one of our new members is one of the greatest football coaches in college football history tom osborne on the senate side we welcome nine new senators including the first first lady ever to run for public office we have a new president in the white house who won in the closest election in our nations history while times in the past 2 years have been difficult this time of new beginnings provides us with new opportunity to reach out and to work with all of our colleagues to get the peoples work done this will be my second term as speaker of the house,,158,157,7
1070000112,1070000112_00003,but i could not have done this without the voters of illinois 14th district this past november they elected me to my eighth term in the house of representatives i want to thank those people from the fox valley and environs of illinois for trusting me year after year to represent them in this the peoples house in the nations capitol i also appreciate the bipartisan support that i receive from our illinois leadership with us today we have the governor of the state of illinois we have the mayor of the great city of chicago richard daley along with governor ryan we also have the republican leader in the illinois house of representatives i thank them for joining us today to my family,,124,123,7
1070000112,1070000112_00004,my wife jean my two sons josh and ethan i thank you for your love your encouragement your understanding jean thank you for providing me with a good dose of midwestern common sense every time i need it and in this job i need it often as i said 2 years ago and it is still true the fox river not the potomac river is still my home my family reminds me of that fact every day two years ago i stood here as the speaker of this house untested and largely unknown while hastert may still not be a household name i hope that i have earned your respect as a fair and just speaker of this house by this election today i am reassured that i have performed the duties that have been asked of me to lead this house and do the will of the people to all those democrats who have gone out of their way to support me over the last 2 years i value your respect and your loyalty because i had to work harder to earn it and for the rest of my democratic colleagues if i have not earned your respect in the last 2 years i hope i can earn it in the next 2,,214,213,7
1070000112,1070000112_00005,i know it is not easy to have a rival party lead the houses agenda after all i too used to be in the minority,,25,24,3
1070000112,1070000112_00006,but i gave my word that i would go out of my way to make sure your voices are heard and my word is my bond our political system has endured a trial this trial has exposed many warts in our political process it has also exposed the great strength of our democracy after all our system is based upon laws not on personalities and ultimately our constitution triumphs our democracy is stronger also because we have two strong political parties and a vibrant opposition make no mistake the system of checks and balances originally devised by our founding fathers works and it will continue to work to protect the freedom of our citizens many have commented about the deep wounds caused by this latest political competition,,127,126,7
1070000112,1070000112_00007,but it serves no purpose to dwell on the past after all our country is at peace our economy is still fundamentally strong our people are united with a strength of purpose and by a desire to live the american dream it is only in washington where many still have a lingering animosity over the political parties we need to get over it we need to work together to revitalize this democracy we need to get to the peoples business i have a great faith that we can do so this nation has faced greater trials and we have persevered and prospered a former speaker a gentleman from texas by the name of sam rayburn once said i do believe when critical hours arise the members of this house will do as they have done in the past rise to the occasion and show to the world that whether republicans or democrats we are all americans and love and want to protect and defend and perpetuate the institutions of this the best the mightiest and the freest government that ever blessed mankind in all the world he was right then and his words ring true today let us show people that even those who disagree can reach reasonable solutions for the sake of a nation our new president was elected on an agenda to promote prosperity opportunity and security for all americans we have a duty to consider his agenda and to help him lead america in this next congress two years ago i stood before you and said that every child should have the right to a good education and a safe school we have made some progress but we have a long way to go in a sense this election was all about the education of our children improving education still represents one of the nations greatest challenges every child must have access to a good education and a safe environment every school must be more accountable every parent must have faith that his or her child is getting the best education possible presidentelect bush spoke of ending the soft bigotry of low expectations we must expect more of our teachers more of our parents more of our students and more of our schools we must make sure they have the resources to do the job without wasting money on more federal bureaucracy i taught government and history at a small high school in northern illinois for 16 years my wife taught in that same town for 34 years i know firsthand some of the problems that our public schools face declining test scores rising dropout rates complacency decreasing graduation rates yet i know hundreds of teachers personally,,450,449,7
1070000112,1070000112_00008,and i know there are hundreds of thousands of dedicated teachers who want to see our children succeed the hundreds of federal programs created to remedy the problems are not helping we need local solutions if we really want to help children learn we need to send more dollars and decisions to the parents the teachers and the folks who run the schools we need to cut washington red tape to show the nation our commitment to better schools i will reserve the first house bill h r 1 for presidentelect bushs education proposal together let us pledge to improve education for all of our students retirement security is another challenge that congress must face let me begin about social security social security is a sacred trust our challenge is now to keep it working far into the future in the last session of congress we put americans social security dollars in a lockbox so that government could no longer raid those funds and threaten the future of the program that helped social security in the short term now we must look to the long term the american people deserve better than a fraction of 1 percent return on their social security investment if this program does not do better it will not survive the new president and the congress have both promised to save social security now is the time to make good on that promise together we must search for a solution to a longterm problem retirement security also means health care medicare must be modernized and that process must include prescription drug coverage for all of our senior citizens no senior should be forced to choose between putting food on the table and having access to lifesaving drugs together we can work to modernize medicare national security is another challenge that the 107th congress must face we have done a good job of providing for more resources for our men and women in uniform,,327,326,7
1070000112,1070000112_00009,but we can do better it is still a dangerous world out there and our defensive capabilities must improve to keep our citizens safe presidentelect bush pledged to work with the congress to support our national missile defense program and provide our military with the funds they need to stay strong this will be a top priority of the 107th congress together we can work with the president to improve our nations security and to keep our citizens safe from international threats finally we have a duty to be fiscally responsible and to take steps to keep our economy strong the last congress paid off more debt than any other congress in history that is an amazing achievement you helped make that happen we are on the road to pay off our public debt by the year 2013 by continuing to pay off debt we keep our economy strong we need to also have the responsibility to return surplus money back to the taxpayers with commonsense tax relief we need to restore fairness to our tax code it is not fair to tax people for being married it is not fair to tax people on every penny they earn while they are living and then tax them on what they have left over when they die in the last congress we made progress on these two tax fairness initiatives this year let us get it done also there are troubling signs that our economy is slowing down presidentelect bush has proposed a tax relief package that will stimulate economic growth,,260,259,7
1070000113,1070000113_00000,then administered the oath of office to mr hastert of illinois as follows do you solemnly swear that you will support and defend the constitution of the united states against all enemies foreign and domestic that you will bear true faith and allegiance to the same that you take this obligation freely without any mental reservation or purpose of evasion and that you will well and faithfully discharge the duties of the office on which you are about to enter so help you god,,84,83,7
1070000115,1070000115_00000,according to the precedents the chair will swear in all members of the house at this time if the members will rise the chair will now administer the oath of office the memberselect and delegateselect and the resident commissionerelect rose and the speaker administered the oath of office to them as follows do you solemnly swear that you will support and defend the constitution of the united states against all enemies foreign and domestic that you will bear true faith and allegiance to the same that you take this obligation freely without any mental reservation or purpose of evasion and that you will well and faithfully discharge the duties of office on which you are about to enter so help you god,,122,121,7
1070000127,1070000127_00000,will the officerselect present themselves in the well of the house the officerselect presented themselves at the bar of the house and took the oath of office as follows do you solemnly swear that you will support and defend the constitution of the united states against all enemies foreign and domestic that you will bear true faith and allegiance to the same that you take this obligation freely without any mental reservation or purpose of evasion and that you will well and faithfully discharge the duties of the office of which you are about to enter so help you god,,100,99,7
1070000130,1070000130_00000,the chair appoints as members of the committee on the part of the house to join a committee on the part of the senate to notify the president of the united states that a quorum of each house has been assembled and that congress is ready to receive any communication that he may be pleased to make the gentleman from texas and the gentleman from missouri,,66,65,6
1070000133,1070000133_00000,i offer a resolved that the rules of the house of privileged resolution h res 3 author- representatives of the one hundred sixth congress including applicable provisions of law or concurrent resolution that constituted rules of the house at the end of the one hundred sixth congress are adopted as the rules of the house of representatives of the one hundred seventh congress with amendments to the standing rules as provided in section 2 and with other orders as provided in section 3,,83,82,7
1070000137,1070000137_00000,for purposes of debate only the customary 30 minutes to the gentleman from missouri or his designee pending which myself such time as i may consume during consideration of the resolution all time yielded is for debate purposes only i ask unanimous consent that the time allocated to me be controlled by the gentleman from california,,56,55,5
1070000140,1070000140_00000,first of all i would like to extend congratulations a happy new year and my appreciation to the majority leader for his fine leadership the comprehensive changes we are proposing in h res 5 seek to build on the successful institutional reform accomplishments of the past 6 years which have helped to make the house more accountable and have strengthened our ability to govern effectively and responsibly as you will recall we streamlined the committee system made congress compliant with antidiscrimination and workplace safety laws established term limits for committee chairmen completely abolished proxy voting opened committee meetings to the public and press modernized the rules of the house to make them more understandable and consolidated the number of standing rules from 51 to 28 soon to be 27 if h res 5 is adopted also thanks to the leadership of our colleagues the gentleman from california and the gentleman from michigan our investments in technology are transforming the culture operations and responsibilities of congress in a very positive way with that having been said i want to describe some of the more significant positive rules changes we are proposing to the standing rules of the house and those are contained in section 1 of the resolution in an effort to reduce printing costs and provide for the more timely distribution of them section 2 a of the resolution amends clause 2 of rule ii to encourage the electronic publication and distribution of executive branch reports and house journals and calendars while still allowing members to receive printed copies of these documents in what is obviously one of our most significant changes section 2 d of the resolution establishes a new committee on financial services which will have jurisdiction over the following matters 1 banks and banking including deposit insurance and federal monetary policy 2 economic stabilization defense production renegotiation and control of the price of commodities rents and services 3 financial aid to commerce and industry other than transportation 4 insurance generally 5 international finance 6 international financial and monetary organizations 7 money and credit including currency and the issuance of notes and redemption thereof gold and silver including the coinage thereof valuation and revaluation of the dollar 8 public and private housing 9 securities and exchanges and 10 urban development jurisdiction over matters relating to securities and exchanges is transferred in its entirety from the committee on commerce which will be redesignated under this rules change to the committee on energy and commerce and it will be transferred from the new committee on energy and commerce to this new committee on financial services this transfer is not intended to convey to the committee on financial services jurisdiction currently in the committee on agriculture regarding commodity exchanges furthermore this change is not intended to convey to the committee on financial services jurisdiction over matters relating to regulation and sec oversight of multistate public utility holding companies and their subsidiaries which remain essentially matters of energy policy as a result of the transfer of jurisdiction over matters relating to securities and exchanges redundant jurisdiction over matters relating to bank capital markets activities generally and depository institutions securities activities which were formerly matters in the jurisdiction of the committee on banking and financial services have been removed from clause 1 of rule x matters relating to insurance generally formerly within the jurisdiction of the redesignated committee on energy and commerce are transferred to the jurisdiction of the committee on financial services the transfer of any jurisdiction to the committee on financial services is not intended to limit the committee on energy and commerces jurisdiction over consumer affairs and consumer protection matters likewise existing health insurance jurisdiction is not transferred as a result of this change furthermore the existing jurisdictions of other committees with respect to matters relating to crop insurance workers compensation insurance antitrust matters disaster insurance veterans life and health insurance and national social security are not affected by this change finally the changes and legislative history involving the committee on financial services and the committee on energy and commerce do not preclude a future memorandum of understanding between the chairmen of these respective committees the reasons for establishing a new committee on financial services are compelling it reflects the coordinated and comprehensive approach to financial services that is emerging in the wake of the grammleachbliley act it demonstrates and communicates a level of understanding that will increase market confidence in our ability to comprehend the increasingly integrated nature of the financial services market it will strengthen congressional oversight of financial regulators and enterprises and will put the house of representatives in a better position to address the marketplace inequities caused by the federal governments slow response to change now there are a number of other significant positive changes included in h res 5 to enhance oversight planning section 2 e of the resolution amends clause 2 d 1 of rule x to require committees to consider bills that will make candidates for the corrections calendar procedure in their initial legislative and oversight planning process section 2 g amends clause 4 d 1 of rule x and clause 4 a of rule ii to clarify that the committee on house administration provides policy direction only for the inspector general and not other officers of the house we have professional officers and we want to give them more authority over their operations in a further attempt to improve policy and programmatic oversight section 2 1 amends clause 3 c of rule xiii clause 4 c of rule x to repeal the requirement that committee reports include a summary of oversight findings and recommendations by the committee on government reform if timely submitted that requirement is replaced with a new requirement that committee reports include a statement of general performance goals and objectives including outcomerelated goals and objectives for which the measure authorizes funding the purpose of this change is to strengthen the existing procedures and rules governing committee reports to ensure the development of more clearly defined performance goals and objectives including outcomerelated goals and objectives for the programs and to the extent possible projects or activities authorized under the act consistent with this intent the statements should be similar to the performance goals model established in the government performance and results act more specifically when applicable all performance goal statements should 1 describe goals in an objective quantifiable and measurable form 2 describe the resources required to meet the goals 3 establish performance indicators to measure outputs or outcomes and 4 provide a basis for comparing actual program results with performance goals as a result of the expanded reporting requirements in section 2 m of the resolution the amount and usefulness of information available to members regarding unauthorized appropriations will be expanded the amendment to clause 3 f 1 of rule xiii would apply to all unauthorized appropriations with the exception of programs projects or activities that are classified for the purpose of protecting national security section 2 r amends clause 7 of rule xxii to prohibit the use of argument in the form of a motion to instruct conferees or a motion to recommit a conference report these motions are instructive motions not debating motions motions to instruct are debatable once they are pending before the house but not while they are being offered motions to recommit with instructions are debatable during the hour allotted on the conference report house rule xxiii regarding the statutory limit on the public debt will be replaced by section 2 s of the resolution and the total number of house rules will drop from 28 to 27 this will restore accountability to the budget process by having an up or down vote on any statutory increase in the public debt section 2 u of the resolution requires the clerk of the house to release information concerning members executions of the oath regarding classified information right now there is no way to find out who has or has not signed the secrecy oath for the most part the remaining provisions of the section are technical conforming or clarifying in nature section 3 of the resolution consists of separate orders which do not change any of the standing rules of the house these are more or less housekeeping provisions which deem certain actions or waive the application of certain rules of the house for example on september 18 1997 the house adopted the recommendations of a 12member bipartisan task force on ethics reform with certain amendments which included not only ht9 changes to the standing rules of the house but also freestanding directives to the committee on standards of official conduct those freestanding directives address committee agenda committee staff meetings and hearings public disclosure requirements to constitute a complaint duties of the chairman and ranking member investigative and adjudicatory subcommittees standard of proof for adoption of statement of alleged violation subcommittee powers due process rights of respondents and committee reporting requirements in order to have force and effect in the 107th congress the freestanding provisions of h res 168 are being carried forward by section 3 a of the resolution however notwithstanding section 13 of h res 168 the chairman and ranking minority member of the committee on standards of official conduct may consult with an investigative subcommittee either on their own initiative or on the initiative of the subcommittee shall have access to information before a subcommittee with which they so consult and shall not thereby be precluded from serving as full voting members of any adjudicatory subcommittee section 3 c of the resolution provides a limited number of exemptions to clause 5 d of rule x regarding the limitation on the number of subcommittees a committee may establish on november 13 1997 the house approved h res 326 which provided an exception for the committee on government reform to temporarily establish an eighth subcommittee for the remainder of the 105th congress h res 5 in the 106th congress allowed the committee to again establish an eighth subcommittee to accommodate the need for extensive oversight over the census section 2 c of this resolution grants the committee on government reform another waiver of clause 5 d of rule x to permit an eighth subcommittee for the duration of the 107th congress in addition section 2 c allows the committee on transportation and infrastructure and the committee on international relations to establish six subcommittees notwithstanding the requirement of clause 5 d 2 of rule x that a committee may have a sixth subcommittee if it maintains a subcommittee on oversight at this point i would like to include for the record a more detailed sectionbysection summary although i doubt that that is possible of h res 5 as well as,,1795,1794,7
1070000140,1070000140_00001,other relevant material,,3,2,1
1070000141,1070000141_00000,myself such time as i may consume happy new year and happy new year to my chairman last falls election was a record breaker votes for everything from president down to state legislators were closer than ever before if the voters told us anything on november 7 it was we have to work together the only mandate this congress and the white house have is to put aside our differences and get things done but that mandate of cooperation is not reflected in this republican rules package this rules package skews committee ratios so much in favor of the republicans that you would think they had won by a landslide while in fact their majority in the house is less than 2 percent many americans believe that if the republicans in congress have barely more than 50 percent of the vote then the republicans should get no more than 51 percent of the committee slots and resources but one look at this rules package shows that that is not the case i include for the congressional record the following two charts detailing the skewed committee ratios if republicans with a 51 3 percent majority in the house maintain the same committees at the same size they were in the 106th congress but use a committee ratio reflecting the ratio in the house and keep all republicans currently on each committee the following numbers of additional democrats would have committee seats added new democommittee ratio cratic seats agriculture 2726 2 appropriations 3433 6 armed services 3231 3 banking 3231 3 budget 2423 4 com m erce 2928 4 education 2726 4 government reform 2423 4 house administration 65 2 international relations 2625 2 judiciary 2120 4 resources 2827 3 science 2524 2 sm all business 1918 1 trarsportation 414 0 6 veterans 1716 2 ways and means 2322 6 house committee party ratios distribution of seats difference in comseat members percentage inde- mittee ma106th congress total sea jority corn edge pendent pared to majority minority majority minority house ma1r d r d joity total house members 435 12 223 211 51 26 4 51 1 total committee seats 835 83 458 375 54 85 44 91 2 3 59,,368,367,7
1070000143,1070000143_00000,the pending rules package proposes to amend clause 3 of rule x to give the house permanent select committee on intelligence the exclusive authority to review the sources and methods of entities described in clause ll b 1 a included in that list is the national foreign intelligence program as defined in section 3 6 of the national security act of 1947 the term national foreign intelligence program as defined by the 1947 act refers to all programs projects and activities of the intelligence community which includes the treasury department the federal bureau of investigation and other governmental agencies that impact matters within the jurisdiction of the committee on the judiciary see 50 u s c 401a 4 as you know pursuant to house rule x the house committee on the judiciary has jurisdiction over all provisions of criminal law espionage and subversive activities affecting the internal security of the united states will the adoption of these proposed changes alter in any way the oversight jurisdiction of the committee on the judiciary to the gentleman from california,,177,176,7
1070000144,1070000144_00000,i thank the gentleman for his inquiry the house should know that this change is not meant to circumscribe in any way shape or form the oversight or legislative jurisdiction of the house committee on the judiciary as an ardent supporter of programmatic oversight it is my intention that the committee on the judiciary continue to vigorously and fully pursue those matters within its oversight jurisdiction the proposed rules change will not hamper your oversight efforts in this regard,,79,78,7
1070000147,1070000147_00000,i have heard a great deal of talk about how this is going to be a new and a different and a better congress i have heard a lot of people tell me about how we are going to proceed to have bipartisanship and cooperation and conciliation i would observe to the members of this body that the system will work if we have cooperation conciliation and compromise i would add to that one thing more consultation it would be nice if the majority would talk to the minority about their plans and about what they are doing it would be even nicer if they would let us talk to them about what we are doing here and to be consulted and to have an actual discussion about what rules are going to obtain these rules are interesting,,138,137,7
1070000147,1070000147_00001,i have been writing rules in this place for a long time i would note to my colleagues that in these rules are a number of interesting things massive changes in the jurisdiction of the committee on commerce no discussion with the minority on that matter whatsoever no justification for what has been done here we are simply informed this is what we are going to do to you i would observe that the jurisdiction that is being transferred from the committee on commerce is jurisdiction which was created by sam rayburn 60 or 70 years ago and that has been exercised vigorously and well by the committee on commerce all during those times and that never has there been a scandal in that particular line of jurisdiction because the committee on commerce has always seen to it that the interests of the american investors were protected i would note that the committee across the hall the banking committee has presided over some splendid scandals in the area of banking and savings and loans and has never understood what was going on taxpayers have ponied up at least 500 billion because of the incompetence and indifference of that committee and now we are transferring the jurisdiction over securities to the banking committee so that they may conduct the business of the securities industry in precisely the same way they have supervised the business of the banking and the savings and loan industries i would simply tell my colleagues you have created the opportunity for splendid scandals and you have created something else you have made your choice of fools and i should say that you should now look forward to a splendid disaster it is coming the other things which have been done which i think are noteworthy here are that you have changed the rules on motions to recommit i do not know whether you have done this for the same reason that you have made the changes in the jurisdiction of the committee on commerce you did that to take care of one member one member not the interests of the house not the interests of the banking industry or the securities industry or indeed the interests of the investors of the united states i hope there is a good reason you have done this other than to make it more difficult for the minority to express its will or to have this house have votes on matters of important questions you have also done some other things you have continued to constrain the minority in its ability to write reports critical of what they conceive to be wrongdoing or failures in legislation by saying to it that only 2 days will exist for the minority to come forward with complaints with the content of legislation is this the kind of good,,474,473,7
1070000147,1070000147_00002,will is this the kind of cooperation conciliation and is it the kind of action that we are hearing when we are talking about having compromise and cooperation and bipartisanship i think not if we are to work together and i would remind my colleagues on the majority side there are only a few seats difference between the members on this side and on the other side if you want to have a president who was elected by the narrowest margin in history and whose tenure as a legitimate president is in fact open to question because of the curious manipulations of the supreme court and because of the way in which the election in florida was conducted and counted and handled to succeed and to be able to talk about bipartisanship and cooperation this is not the way that you begin the affairs of this congress i did not intend to make an angry speech and i would like my colleagues to know this is not an angry speech this is a speech of sorrow and sadness because the majority is throwing away the good will that they are going to need to have a bipartisan congress run with cooperation conciliation and compromise which the american people both need and want,,212,211,7
1070000149,1070000149_00000,i would like to ask some questions perhaps in the form of a colloquy of the chairman of the committee on rules about the changes which we are facing between committees i am a member of the banking committee and the details elude me first about the insurance question in establishing the question on financial services this resolution adds a term,,61,60,6
1070000149,1070000149_00001,and i quote insurance generally to the jurisdiction of that committee however no such jurisdiction existed in rule x in the 106th congress can you describe for me what the term insurance generally is intended to convey,,37,36,4
1070000152,1070000152_00000,let me say and i thank the gentleman for his question matters relating to insurance generally are intended to includematters for example that have an impact on the policy holder the solvency of insurers or financial institutions that are underwriting or selling insurance activities that are financial in nature or incidental to a financial activity the national treatment of insurance companies auto insurance life insurance and property and casualty insurance however as i mentioned previously in my statement existing health insurance jurisdiction is not transferred as a result of this change furthermore the existing jurisdiction of other committees with respect to matters relating to crop insurance workers compensation insurance antitrust matters veterans life and health insurance and national social security are not affected by this change,,126,125,7
1070000164,1070000164_00000,as all of us know this house is now divided by its narrowest margin since the 83rd congress when republicans held 221 seats and democrats 213 today our republican friends hold a bare fiveseat majority 221 to 212 thus if we are to accomplish anything bipartisanship as presidentelect bush talked ad nauseam about in the campaign is a sine qua non it cannot be mere rhetorical window dressing unfortunately i regret to say the first day of the 107th congress we have missed an opportunity to demonstrate our commitment to bipartisanship since the republicans regained the majority in 1995 there has been a growing disparity between the minoritys representation in this house and the committee slots available to its members elected by the american public republicans and democrats to represent them simply put there are not enough committee slots available to the minority party which now controls 49 percent of this body nevertheless the allocation of committee slots has remained unchanged 55 percent for the majority 45 percent for the minority now let me call attention to this chart it is probably a little difficult to understand but what it tracks is minority representation not majority whether democrats were in the majority or republicans were in the majority one will note up to the 104th congress when democrats were in control the percentage of committee slots allocated and the percentages in the house tracked one another one will note that when the minority got more slots in the house they went up when they got less they went down the point is it was fair it was representative,,268,267,7
1070000164,1070000164_00001,and it gave to minority members the opportunity to do what they said they wanted to do represent americans now i would call the attention of my colleagues,,28,27,3
1070000164,1070000164_00002,and i would hope the former governor of delaware who is one of the fairest members in this house would look at this stark contrast,,25,24,3
1070000164,1070000164_00003,and i would say here is the 104th congress the 105th the 106th the 107th one will note that the minority line has been flat lined notwithstanding the fact that we have picked up in each of the last four elections additional seats and made the difference between the majority and minority parties smaller but the line has not changed the majority line has gone up in terms of their percentage and the variance that is not fair it is also i would say to the chairman of the committee on rules the gentleman from california contrary to his representations when he was in the minority in my calculations we would need an additional 64 seats in order for us to be allocated the number of seats that we are entitled to as a result of our percentage in the minority what is being done is contrary to the rhetoric it will not further bipartisanship,,155,154,7
1070000164,1070000164_00004,and i would ask that that be corrected as we move ahead in the next few days,,17,16,2
1070000166,1070000166_00000,let me first acknowledge as did the ranking minority member of the committee on commerce our extraordinary disappointment in the jurisdictional transfer from the committee on commerce to this new committee on financial services it is important as the chairman has said to know however that memorandums of understanding regarding that transfer are now being negotiated so that there is clarity in the transfer like the gentleman from delaware,,69,68,6
1070000174,1070000174_00000,let me say on behalf of many members of the committee on commerce we of course are extremely disappointed in this transfer while we would of course like to retain that jurisdiction we would like to retain it for a simple reason and that is because the committee on commerce has done as the ranking minority member has stated an extraordinary job in representing good policy for the stock market and the security industries in general as well as for the insurance industry of this country and the record will demonstrate i think that the extraordinary care and concern the committee on commerce has given to these issues has created an extraordinarily stable environment for financial trading and for insurance while we regret this transfer we appreciate the cooperation of the chairman of the committee on rules in the memorandum and in further clarifications of jurisdictional shifts,,147,146,7
1070000176,1070000176_00000,i appreciate the gentleman from massachusetts yielding me this time i welcome the members back as the member who represents the jurisdiction where the house sits members may know that i sought return of my vote in the committee of the whole this congress,,44,43,4
1070000176,1070000176_00001,i appreciate that the gentleman from virginia and the gentlewoman from maryland offered an amendment in the majority rules that was rejected that would have granted the taxpaying residents i represent a vote in the committee of the whole i appreciate that there were other members of the majority that supported this amendment i had hoped after 10 years in the congress to get the return of the vote i won in 1993 the members know me very well they know the city i represent very well so much of its business comes before this body they have seen the city through tough times a city that is doing very well they know me to be a cheerleader for its rights and no apologist for my city when it is not doing its best when a vote is won for the first time in 200 years,,146,145,7
1070000176,1070000176_00002,and then it is lost it hurts may i say that i feel no personal injury i am always treated with respect in this body i have almost all of the rights of this body i feel i belong to this club but the people i represent do not they have paid the price of admission however they are third per capita in federal income taxes i have the full vote in committee which i cast in their name i had thought that the limited vote would be forthcoming particularly since there is a revote if my vote decides an issue yet even this limited vote meant everything to d c residents because it is the first time they have ever had a vote on the house floor since the city was established the limited vote the revote provision meant that the majority had nothing to lose by granting these taxpayers a vote in the committee of the whole the people i represent however lost everything when they lost the vote because they lost the only vote they had ever had what entitles each member to cast their vote more than anything else are the taxes their constituents pay the limited vote i sought with a remote provision would have meant some modicum of that respect to the taxpaying americans i represent i hope in the years to come while i am still a member of this house that it will be found within the hearts of the members and within their understanding of our countrys principles first to grant district residents the limited vote i sought in the 107th congress and then to see to it that no americans who pay taxes to their government are left without full representation in the congress of the united states,,298,297,7
1070000179,1070000179_00000,i rise in opposition to the rules changes proposed by the majority which i believe contradict the promise of working together in a truly bipartisan spirit because they undermine the rights of democratic members they also fail to address what i think is the most pressing issue that comes out of this troubled national election and i urge all members to support the democratic alternative to give democrats fair representation on committees to accurately reflect the closeness of the margin in the house and to give this house the impetus to move forward quickly on electoral reforms to ensure that every citizens vote in this country counts in every election from now in the last few weeks we have heard a lot of talk about bipartisanship and about compromise about finding consensus and common ground we applaud the verbal commitment to bipartisanship,,142,141,7
1070000179,1070000179_00001,but we also believe that bipartisanship must be more than just words it must be backed up with deeds and actions the republican proposal that changed the rules we think does not meet this test it does not change the ratios on committees to reflect the true makeup of the house and the will of the voters and it does not begin to address the issue of electoral reform which i think is one of the top priorities of the american people we hope for a bipartisan atmosphere in this new congress,,92,91,7
1070000179,1070000179_00002,and i hope the closeness of the margin between our parties will be viewed as an opportunity not a hindrance this is the peoples house it is not a republican house it is not a democratic house to advance progress we must recognize and practice that principle and the first step is to allow the committees who do the work of the congress to reflect the way people voted in this election we must have electoral reform our alternative makes electoral reform a top national priority for our country to reflect the will of the american people our proposal calls for swift action to make sure that every vote cast gets counted including military votes voices were stifled on election day this is completely unacceptable we should not have unequal voting procedures in any part of the country or ever hear again about voter intimidation it is wrong and we should do everything in our power to right those wrongs by working together to expand the franchise and to make sure that every vote cast gets counted this is a great democracy and in our democracy voting is the most important right so let us pledge today to make every effort to protect the rights of every american in closing let me urge all of our colleagues to support the truly bipartisan truly fair truly just package that the democratic party puts before the house i appeal to have a discussion of all the rules changes that affect this house including the unilateral decision to reconstitute the committee on banking and financial services and to diminish the jurisdiction of the committee on commerce and the decision to narrowly draw the minoritys ability to offer motions to recommit so vote,,289,288,7
